step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,Predicted_RF,Predicted_XGB,Predicted_Log
311,141583.7,0.0,0.0,1124051.95,1265635.65,0,0,0,0
236,19174.34,0.0,0.0,0.0,0.0,0,0,0,0
184,8297.53,35235.72,26938.2,0.0,0.0,0,0,0,0
396,239708.71,0.0,0.0,392204.2,631912.91,0,0,0,0
351,5330.25,97.0,0.0,0.0,0.0,0,0,0,0
301,4208.57,147.0,0.0,0.0,0.0,0,0,0,0
275,90901.39,0.0,0.0,928204.3,1019105.69,0,0,0,0
232,4311.58,0.0,0.0,0.0,0.0,0,0,0,0
377,39420.64,0.0,0.0,2666763.53,2706184.17,0,0,0,0
9,20009.82,0.0,0.0,0.0,0.0,0,0,0,0
428,4961.58,149696.0,144734.42,485683.2,490644.78,0,0,0,0
227,267215.34,140923.0,0.0,1091421.44,1358636.78,0,0,0,0
308,95814.97,79706.0,0.0,4272316.06,4368131.03,0,0,0,0
254,10401.08,0.0,0.0,0.0,0.0,0,0,0,0
205,7089.09,0.0,0.0,4027001.5,4034090.59,0,0,0,0
158,817146.45,352603.97,0.0,0.0,817146.45,0,0,0,0
225,11498.15,973.56,0.0,0.0,0.0,0,0,0,0
17,350915.29,130294.64,0.0,1304075.08,1654990.37,0,0,0,0
160,84508.15,0.0,0.0,1942868.86,2027377.01,0,0,0,0
235,861124.63,0.0,0.0,3088664.68,3949789.31,0,0,0,0
186,232989.24,2359063.68,2592052.92,431860.49,198871.25,0,0,0,0
204,243080.8,10880.93,253961.73,8515972.07,8272891.28,0,0,0,0
11,2235967.16,407164.08,0.0,4841467.53,7077434.69,0,0,0,0
12,261620.22,5146566.57,5408186.79,884116.33,1082238.11,0,0,0,0
16,3519.12,44745.68,41226.56,0.0,0.0,0,0,0,0
233,24762.38,161521.0,136758.62,0.0,0.0,0,0,0,0
35,35886.23,4037781.89,4073668.12,37223.11,1336.88,0,0,0,0
380,10623.33,45225.07,34601.74,0.0,0.0,0,0,0,0
153,14844.87,0.0,0.0,0.0,0.0,0,0,0,0
136,319.97,0.0,0.0,0.0,0.0,0,0,0,0
187,268300.52,0.0,0.0,788947.08,1057247.6,0,0,0,0
381,52774.69,0.0,0.0,0.0,0.0,0,0,0,0
281,82782.45,154551.0,237333.45,0.0,0.0,0,0,0,0
306,81053.71,5544261.58,5625315.29,251100.82,170047.1,0,0,0,0
282,13702.92,118356.56,104653.64,0.0,0.0,0,0,0,0
230,207931.07,6770405.59,6978336.66,3838183.22,3630252.15,0,0,0,0
9,29884.96,117140.0,87255.04,0.0,0.0,0,0,0,0
235,153898.52,66372.0,0.0,4693642.01,4847540.52,0,0,0,0
210,167625.24,859106.24,1026731.48,452779.19,285153.96,0,0,0,0
10,3742.82,619.0,0.0,0.0,0.0,0,0,0,0
426,31330.79,2269.0,0.0,0.0,31330.79,0,0,0,0
237,119772.61,29967.0,0.0,0.0,119772.61,0,0,0,0
284,35359.31,9714112.68,9749471.99,89981.21,54621.9,0,0,0,0
323,8085.63,84567.16,76481.54,0.0,0.0,0,0,0,0
694,4264.72,39905.0,35640.28,0.0,0.0,0,0,0,0
185,325118.7,11644.0,0.0,0.0,325118.7,0,0,0,0
155,500880.96,11501.0,0.0,51197.21,552078.17,0,0,0,0
187,3957.82,19803.0,15845.18,0.0,0.0,0,0,0,0
325,81159.14,30710.0,111869.14,0.0,0.0,0,0,0,0
184,113347.4,0.0,0.0,228443.67,341791.07,0,0,0,0
231,16187.42,254163.0,237975.58,2815833.9,2832021.32,0,0,0,0
253,406847.07,60511.0,0.0,10586085.6,10992932.67,0,0,0,0
41,851.02,0.0,0.0,0.0,0.0,0,0,0,0
45,299819.41,2293956.4,2593775.81,317723.93,8831.97,0,0,0,0
204,11354.74,111598.62,100243.87,0.0,0.0,0,0,0,0
331,1365.84,99513.0,98147.16,0.0,0.0,0,0,0,0
276,7357.79,235337.23,227979.44,0.0,0.0,0,0,0,0
306,25738.61,11695.0,0.0,0.0,0.0,0,0,0,0
252,971.0,0.0,0.0,0.0,0.0,0,0,0,0
326,261857.19,47182.0,0.0,0.0,261857.19,0,0,0,0
254,186072.35,2675446.56,2861518.91,1321203.49,1135131.15,0,0,0,0
301,244975.71,31491.0,0.0,5611890.26,5856865.97,0,0,0,0
236,376829.27,0.0,0.0,7598778.07,7975607.34,0,0,0,0
326,35763.05,202013.0,166249.95,381126.47,416889.52,0,0,0,0
18,396770.08,7006.0,0.0,53565.72,450335.8,0,0,0,0
163,16833.61,209944.12,193110.5,0.0,0.0,0,0,0,0
276,32645.78,51351.0,18705.22,224951.0,257596.78,0,0,0,0
380,175621.1,0.0,0.0,425813.86,601434.95,0,0,0,0
305,40010.09,0.0,0.0,0.0,0.0,0,0,0,0
681,9453.93,2425760.41,2435214.35,606793.41,597339.47,0,0,0,0
228,89131.37,0.0,0.0,308022.96,397154.32,0,0,0,0
303,27259.07,20735.0,0.0,0.0,0.0,0,0,0,0
225,2552536.28,11537.0,0.0,47770.15,2600306.44,0,0,0,0
229,18099.5,1588499.23,1606598.73,1716542.31,1698442.8,0,0,0,0
15,366391.71,248141.0,0.0,15415.0,236883.06,0,0,0,0
42,233024.03,20650.0,0.0,0.0,233024.03,0,0,0,0
18,1935.37,0.0,0.0,0.0,0.0,0,0,0,0
234,247889.57,273451.0,25561.43,1470580.56,1718470.13,0,0,0,0
394,84588.8,888404.71,972993.51,5406600.7,5322011.9,0,0,0,0
308,65321.14,1132201.38,1197522.52,1483217.3,1417896.16,0,0,0,0
17,1170.03,0.0,0.0,0.0,0.0,0,0,0,0
332,686494.44,0.0,0.0,6154892.93,6687219.24,0,0,0,0
299,374790.75,10897.0,0.0,197668.21,572458.95,0,0,0,0
406,9518.53,123530.0,114011.47,0.0,0.0,0,0,0,0
18,10053.2,0.0,0.0,0.0,0.0,0,0,0,0
306,178526.76,2027456.44,2205983.2,681395.72,502868.97,0,0,0,0
134,151235.94,0.0,0.0,6067970.59,6219206.53,0,0,0,0
299,184095.09,48.0,184143.09,3484259.84,3300164.75,0,0,0,0
356,9849.19,44424.1,34574.91,0.0,0.0,0,0,0,0
131,216274.47,21930.0,238204.47,3208426.75,2992152.28,0,0,0,0
235,164390.96,173116.0,337506.96,0.0,0.0,0,0,0,0
299,42084.03,1018.0,0.0,254977.96,297062.0,0,0,0,0
235,224054.34,5125206.13,5349260.47,1165016.71,940962.37,0,0,0,0
403,49256.7,0.0,0.0,49827.89,99084.59,0,0,0,0
565,418341.39,5578607.06,5996948.45,1084008.97,665667.59,0,0,0,0
227,88804.67,14888.0,103692.67,79265.15,0.0,0,0,0,0
41,122609.42,10823.0,0.0,31479.44,154088.86,0,0,0,0
178,179472.2,11847.0,0.0,0.0,179472.2,0,0,0,0
382,4800.28,21167.0,16366.72,0.0,0.0,0,0,0,0
307,89943.16,9990.0,0.0,352917.58,442860.73,0,0,0,0
252,2120.06,92780.55,90660.49,0.0,0.0,0,0,0,0
120,3623.08,4861979.05,4865602.13,164170.51,160547.43,0,0,0,0
129,54337.2,11023.0,65360.2,293768.73,239431.53,0,0,0,0
380,243538.69,0.0,0.0,449978.93,693517.62,0,0,0,0
225,4276.86,29911.0,25634.14,0.0,0.0,0,0,0,0
377,229591.77,601597.0,372005.23,106258.33,335850.1,0,0,0,0
236,197213.93,0.0,0.0,6030227.15,6227441.08,0,0,0,0
282,184446.84,244317.48,59870.63,223877.53,408324.37,0,0,0,0
279,296176.2,0.0,0.0,363671.03,659847.23,0,0,0,0
258,75749.33,10828.0,86577.33,13632.16,0.0,0,0,0,0
353,501517.32,72923.0,574440.32,334861.11,0.0,0,0,0,0
204,234254.5,0.0,0.0,753995.84,988250.34,0,0,0,0
356,1188901.36,0.0,0.0,3110885.53,4299786.89,0,0,0,0
562,8208916.0,8208916.0,0.0,0.0,0.0,1,1,1,1
692,43871.32,0.0,0.0,0.0,0.0,0,0,0,0
327,512536.06,31131.0,0.0,3339248.89,3851784.94,0,0,0,0
34,39406.71,0.0,0.0,160544.16,199950.88,0,0,0,0
279,8494.64,0.0,0.0,0.0,0.0,0,0,0,0
138,42234.91,5029.0,0.0,0.0,0.0,0,0,0,0
183,771721.56,58373.46,0.0,778041.62,1549763.18,0,0,0,0
156,13105.52,40327.0,27221.48,0.0,0.0,0,0,0,0
179,69631.97,39957.0,109588.97,0.0,0.0,0,0,0,0
684,1127.87,0.0,0.0,0.0,0.0,0,0,0,0
158,12610.05,276.0,0.0,0.0,0.0,0,0,0,0
163,510020.92,80802.0,0.0,14915.5,524936.42,0,0,0,0
252,33186.21,0.0,0.0,1288917.32,1322103.53,0,0,0,0
37,275609.32,62985.46,0.0,1073261.28,1504508.54,0,0,0,0
12,16159.04,0.0,0.0,0.0,0.0,0,0,0,0
201,587787.72,3889.89,0.0,3001510.04,3589297.75,0,0,0,0
12,8237.87,50084.0,41846.13,0.0,0.0,0,0,0,0
300,97025.57,114658.86,17633.29,589346.89,686372.46,0,0,0,0
43,607136.2,0.0,0.0,611239.39,1218375.59,0,0,0,0
138,141999.45,13602856.57,13744856.03,7264757.81,7122758.36,0,0,0,0
370,410919.6,324124.15,0.0,3801184.12,4212103.72,0,0,0,0
355,430640.6,52198.0,482838.6,0.0,0.0,0,0,0,0
233,9237.73,29987.0,20749.27,0.0,0.0,0,0,0,0
308,356402.54,0.0,0.0,2205205.41,2561607.94,0,0,0,0
355,49540.0,0.0,0.0,799281.11,848821.1,0,0,0,0
46,5774.25,21323.01,15548.77,0.0,0.0,0,0,0,0
202,71376.54,10261055.17,10332431.72,672883.07,521716.73,0,0,0,0
141,22894.41,52913.0,30018.59,90739.64,113634.06,0,0,0,0
397,80083.22,238172.0,158088.78,22067.73,102150.94,0,0,0,0
256,21360.29,68501.2,47140.91,0.0,0.0,0,0,0,0
234,158040.87,4337687.78,4495728.65,11248148.09,11090107.22,0,0,0,0
356,8601.7,0.0,0.0,0.0,0.0,0,0,0,0
18,394165.03,0.0,0.0,1108005.07,1806813.04,0,0,0,0
279,68382.82,6278691.62,6347074.44,517277.54,448894.72,0,0,0,0
286,23891.1,14296.79,0.0,0.0,0.0,0,0,0,0
326,15008.13,263.0,0.0,0.0,0.0,0,0,0,0
373,245786.03,9447.0,255233.03,3980423.29,3734637.26,0,0,0,0
164,6194.74,7663.43,1468.69,0.0,0.0,0,0,0,0
300,223770.9,0.0,0.0,39994091.66,40217862.56,0,0,0,0
379,412636.74,0.0,0.0,680990.4,1093627.15,0,0,0,0
226,228877.19,772.0,0.0,0.0,228877.19,0,0,0,0
9,273649.73,1561.0,0.0,0.0,407377.21,0,0,0,0
132,10790.51,0.0,0.0,0.0,0.0,0,0,0,0
250,139805.13,0.0,0.0,1436965.19,1576770.32,0,0,0,0
201,22514.65,0.0,0.0,4988761.89,5011276.54,0,0,0,0
179,158031.57,0.0,0.0,2758879.87,3114797.64,0,0,0,0
19,14240.96,30471.0,16230.04,22453.4,36694.36,0,0,0,0
163,176841.22,88396.0,0.0,1686777.98,1863619.2,0,0,0,0
405,80690.05,2566443.68,2647133.73,4085505.57,4004815.52,0,0,0,0
188,272398.32,0.0,0.0,553238.39,825636.71,0,0,0,0
135,17589.05,26118.0,8528.95,0.0,0.0,0,0,0,0
381,23353.85,0.0,0.0,0.0,0.0,0,0,0,0
396,351659.98,0.0,0.0,7210401.5,7562061.48,0,0,0,0
9,176481.32,237723.0,61241.68,22114.57,0.0,0,0,0,0
161,19554.4,135.0,0.0,0.0,0.0,0,0,0,0
305,10000000.0,94867.0,0.0,1722909.43,12464032.83,0,0,0,0
256,223479.36,2894757.63,3118236.99,467082.18,243602.82,0,0,0,0
323,510435.37,0.0,0.0,1334083.45,1844518.82,0,0,0,0
257,41745.44,359438.0,317692.56,0.0,41745.44,0,0,0,0
395,5490.11,171255.45,165765.34,0.0,0.0,0,0,0,0
182,26894.7,152318.0,125423.3,0.0,0.0,0,0,0,0
395,54301.63,0.0,0.0,3518756.58,3573058.21,0,0,0,0
398,1461822.95,0.0,0.0,1905310.72,3367133.67,0,0,0,0
400,54763.71,665113.5,719877.21,461575.44,406811.73,0,0,0,0
283,190484.69,2020311.81,2210796.5,270683.6,80198.91,0,0,0,0
254,12307.55,0.0,0.0,0.0,0.0,0,0,0,0
323,28523.96,973342.12,1001866.08,32918.23,4394.27,0,0,0,0
160,19351.4,341796.12,322444.71,0.0,0.0,0,0,0,0
329,222553.74,0.0,0.0,5303960.57,5670491.62,0,0,0,0
42,88190.77,0.0,0.0,330342.09,101699.1,0,0,0,0
287,159143.72,616550.01,775693.73,312284.86,153141.14,0,0,0,0
13,9411.87,278504.04,269092.17,0.0,0.0,0,0,0,0
131,242475.4,0.0,0.0,711368.6,953844.0,0,0,0,0
471,463430.38,11272418.24,11735848.62,3594534.49,3131104.12,0,0,0,0
230,251531.18,443.0,0.0,0.0,251531.18,0,0,0,0
14,8178.4,0.0,0.0,0.0,0.0,0,0,0,0
133,174679.77,11399.0,186078.77,0.0,0.0,0,0,0,0
229,649705.59,0.0,0.0,1012738.3,1662443.89,0,0,0,0
303,745.57,0.0,0.0,0.0,0.0,0,0,0,0
260,124394.38,20740.0,0.0,241003.2,365397.58,0,0,0,0
345,6323.87,7665970.61,7672294.48,53567.08,47243.2,0,0,0,0
129,14303.71,0.0,0.0,1058052.57,1072356.29,0,0,0,0
273,42289.84,10093.0,0.0,49896.91,92186.75,0,0,0,0
428,2585.9,72382.0,69796.1,0.0,0.0,0,0,0,0
260,61289.47,51356.0,0.0,0.0,61289.47,0,0,0,0
274,128663.83,13963684.01,14092347.84,485866.85,357203.01,0,0,0,0
281,28239.23,41370.0,13130.77,9466168.7,9494407.93,0,0,0,0
15,168738.74,22258.0,0.0,167238.96,982669.07,0,0,0,0
249,340988.93,25603.0,366591.93,140470.86,0.0,0,0,0,0
522,1675.51,49422.0,47746.49,0.0,0.0,0,0,0,0
281,1208.45,3265.0,2056.55,0.0,0.0,0,0,0,0
299,40318.18,0.0,0.0,0.0,0.0,0,0,0,0
321,2561651.84,0.0,0.0,15318080.85,17879732.69,0,0,0,0
350,17309.81,0.0,0.0,0.0,0.0,0,0,0,0
230,2671.5,101528.91,98857.41,0.0,0.0,0,0,0,0
231,128341.45,0.0,0.0,541261.12,669602.57,0,0,0,0
524,272886.26,0.0,272886.26,643770.55,370884.29,0,0,0,0
36,184630.03,291235.0,475865.03,0.0,0.0,0,0,0,0
155,254060.08,6412210.48,6666270.56,1727876.22,1473816.14,0,0,0,0
351,102727.09,27737915.79,27840642.88,285347.06,182619.97,0,0,0,0
399,1000812.97,0.0,0.0,1134040.34,2134853.31,0,0,0,0
139,49848.93,0.0,0.0,2609661.51,2659510.44,0,0,0,0
213,8019.05,49748.0,41728.95,0.0,0.0,0,0,0,0
208,143558.53,0.0,0.0,531770.98,675329.51,0,0,0,0
241,748.77,10535.0,9786.23,0.0,0.0,0,0,0,0
275,433.39,0.0,0.0,0.0,0.0,0,0,0,0
328,260035.72,51446.0,311481.72,256045.24,0.0,0,0,0,0
298,591135.09,0.0,0.0,1230656.37,1821791.45,0,0,0,0
288,42774.22,11372.0,0.0,0.0,0.0,0,0,0,0
260,8644.01,129129.15,120485.14,0.0,0.0,0,0,0,0
178,148885.02,0.0,0.0,1859721.93,2008606.95,0,0,0,0
371,2166731.44,99935.0,0.0,242346.11,2409077.56,0,0,0,0
350,7012.53,52080.0,45067.47,0.0,0.0,0,0,0,0
11,1730.68,235057.97,233327.29,0.0,0.0,0,0,0,0
41,142.19,8077.98,7935.79,0.0,0.0,0,0,0,0
300,124870.4,0.0,0.0,2443625.1,2568495.5,0,0,0,0
254,168057.0,11173.0,179230.0,150217.51,0.0,0,0,0,0
360,17446.57,0.0,0.0,0.0,0.0,0,0,0,0
304,159319.14,0.0,0.0,1152835.28,1312154.42,0,0,0,0
356,118707.27,101922.0,0.0,140024.99,258732.26,0,0,0,0
402,210998.28,7064.0,218062.28,0.0,0.0,0,0,0,0
236,28016.26,49655.0,21638.74,0.0,0.0,0,0,0,0
187,4914.73,0.0,0.0,0.0,0.0,0,0,0,0
158,1703.61,0.0,0.0,0.0,0.0,0,0,0,0
42,1393.3,45895.0,44501.7,0.0,0.0,0,0,0,0
40,73300.74,0.0,0.0,682846.43,621819.08,0,0,0,0
144,127718.37,317.5,0.0,2078799.62,2206517.99,0,0,0,0
330,359595.21,1545019.48,1904614.69,906802.22,547207.01,0,0,0,0
250,468010.37,0.0,0.0,567072.28,1035082.64,0,0,0,0
9,6700.22,0.0,0.0,0.0,0.0,0,0,0,0
189,114.74,134908.25,134793.51,0.0,0.0,0,0,0,0
300,363300.2,0.0,0.0,5792881.35,6156181.55,0,0,0,0
94,67586.44,10977.0,0.0,0.0,67586.44,0,0,0,0
399,26292.76,0.0,0.0,0.0,0.0,0,0,0,0
13,21254.09,0.0,0.0,0.0,0.0,0,0,0,0
187,217088.36,0.0,0.0,284862.74,501951.11,0,0,0,0
258,63040.84,2964122.64,3027163.48,69294.97,6254.13,0,0,0,0
155,218599.65,31585.0,0.0,2481469.12,2700068.77,0,0,0,0
39,1560.83,0.0,0.0,0.0,0.0,0,0,0,0
206,8654.06,20070.0,11415.94,0.0,0.0,0,0,0,0
154,3603.98,28918.0,25314.02,0.0,0.0,0,0,0,0
211,99705.94,0.0,0.0,2846712.08,2946418.02,0,0,0,0
191,160584.71,0.0,0.0,735214.97,895799.68,0,0,0,0
254,270969.5,9408.0,0.0,0.0,270969.5,0,0,0,0
155,3852.42,0.0,0.0,0.0,0.0,0,0,0,0
284,122333.69,0.0,0.0,1627308.75,1749642.44,0,0,0,0
264,8176.37,20936.0,12759.63,0.0,0.0,0,0,0,0
401,169326.16,50203.0,0.0,8885.24,178211.41,0,0,0,0
154,11469.68,114027.0,102557.32,0.0,0.0,0,0,0,0
226,128526.17,2433278.32,2561804.49,7694215.54,7565689.37,0,0,0,0
35,166697.49,7.0,0.0,0.0,166697.49,0,0,0,0
232,109498.31,7888533.41,7998031.72,427332.72,317834.41,0,0,0,0
300,274071.79,3844780.73,4118852.52,1087399.23,813327.44,0,0,0,0
11,11473.26,948546.48,937073.23,0.0,0.0,0,0,0,0
209,8222.89,37956.0,29733.11,0.0,0.0,0,0,0,0
280,330633.25,78796.0,0.0,1121811.24,1452444.5,0,0,0,0
252,45456.92,20470.0,0.0,0.0,0.0,0,0,0,0
156,18882.25,0.0,0.0,71268.57,90150.81,0,0,0,0
133,672532.99,10571.0,0.0,189445.59,861978.58,0,0,0,0
42,133373.17,6686342.9,6819716.07,10286160.09,10152786.92,0,0,0,0
550,2936.82,913.0,0.0,0.0,0.0,0,0,0,0
14,350746.86,22189.0,0.0,37473.6,0.0,0,0,0,0
155,18754.34,0.0,0.0,0.0,0.0,0,0,0,0
254,155487.02,32997.0,0.0,445655.84,601142.86,0,0,0,0
40,31862.79,22635.0,0.0,68929.4,100792.2,0,0,0,0
249,49376.04,4121161.75,4170537.79,143848.75,94472.72,0,0,0,0
166,55564.1,0.0,0.0,0.0,0.0,0,0,0,0
601,2460.03,11638.0,9177.97,0.0,0.0,0,0,0,0
141,11679.09,0.0,0.0,0.0,0.0,0,0,0,0
36,23493.05,471967.59,448474.54,0.0,0.0,0,0,0,0
322,150444.23,53517.0,203961.23,0.0,0.0,0,0,0,0
16,186237.72,309595.0,495832.72,0.0,3896.86,0,0,0,0
186,766.34,0.0,0.0,0.0,0.0,0,0,0,0
284,1444.23,686693.04,685248.81,0.0,0.0,0,0,0,0
311,509934.45,16038.73,0.0,2145794.15,2655728.6,0,0,0,0
280,382635.52,70673.0,0.0,185461.5,568097.02,0,0,0,0
332,12001.38,30090.0,18088.62,525390.76,537392.15,0,0,0,0
354,691.04,687.0,0.0,0.0,0.0,0,0,0,0
135,9.75,47.0,37.25,0.0,9.75,0,0,0,0
144,21694.84,0.0,0.0,0.0,0.0,0,0,0,0
281,281.67,374140.0,373858.33,0.0,0.0,0,0,0,0
326,1904204.62,0.0,0.0,11630957.67,13535162.29,0,0,0,0
373,28403.74,0.0,0.0,1592589.08,1620992.83,0,0,0,0
308,6528.07,349173.82,342645.75,0.0,0.0,0,0,0,0
379,3814.2,17260.0,13445.8,3028399.88,3032214.09,0,0,0,0
573,26784.02,118255.0,91470.98,0.0,26784.02,0,0,0,0
350,14328.52,316815.44,302486.92,0.0,0.0,0,0,0,0
208,20510.11,0.0,0.0,0.0,0.0,0,0,0,0
401,272099.53,11290.0,0.0,0.0,272099.53,0,0,0,0
324,82991.14,10331.0,93322.14,0.0,0.0,0,0,0,0
37,169420.66,23034.0,192454.66,227430.66,58010.0,0,0,0,0
263,6656.12,13779.31,7123.2,0.0,0.0,0,0,0,0
186,5745.64,40957.66,35212.03,0.0,0.0,0,0,0,0
275,126033.01,313053.0,439086.01,0.0,0.0,0,0,0,0
287,104873.78,34933.0,0.0,0.0,104873.78,0,0,0,0
251,103657.41,2081557.06,2185214.47,214863.56,111206.16,0,0,0,0
683,114111.1,0.0,0.0,26651041.27,26765152.38,0,0,0,0
428,225954.09,5856717.8,6082671.88,4009732.79,3783778.71,0,0,0,0
40,428219.45,111065.0,539284.45,1173678.24,745458.79,0,0,0,0
376,25526.01,0.0,0.0,0.0,0.0,0,0,0,0
207,8464.12,11909.0,3444.88,0.0,0.0,0,0,0,0
137,93515.79,117.0,0.0,2489683.04,2583198.83,0,0,0,0
359,568628.57,573209.0,4580.43,0.0,568628.57,0,0,0,1
190,15309.42,0.0,0.0,0.0,0.0,0,0,0,0
274,37690.98,20344.0,0.0,85177.7,122868.68,0,0,0,0
11,306102.96,0.0,0.0,23194855.15,24429032.26,0,0,0,0
251,40185.5,0.0,0.0,75515.02,115700.51,0,0,0,0
393,42576.76,0.0,0.0,2613694.1,2656270.86,0,0,0,0
214,150002.19,0.0,0.0,1346520.08,1496522.27,0,0,0,0
305,206555.49,20314399.56,20520955.05,51426681.04,51220125.55,0,0,0,0
250,4380.13,0.0,0.0,0.0,0.0,0,0,0,0
227,28131.62,0.0,0.0,0.0,0.0,0,0,0,0
38,172611.24,29652.0,0.0,178129.44,350740.69,0,0,0,0
426,40514.69,188983.0,148468.31,64720.8,105235.49,0,0,0,0
333,27986.2,31058.0,3071.8,0.0,0.0,0,0,0,0
476,4643.54,0.0,0.0,0.0,0.0,0,0,0,0
203,13379.14,51367.0,37987.86,0.0,0.0,0,0,0,0
401,292918.12,0.0,0.0,642352.7,935270.82,0,0,0,0
334,199078.48,30232.0,229310.48,0.0,0.0,0,0,0,0
307,2299.91,0.0,0.0,0.0,0.0,0,0,0,0
397,56185.28,30715.0,0.0,199454.3,255639.58,0,0,0,0
44,563637.54,180.0,0.0,349595.6,913233.14,0,0,0,0
234,9477.57,0.0,0.0,0.0,0.0,0,0,0,0
346,107862.61,30996.0,138858.61,0.0,0.0,0,0,0,0
23,63105.29,7556.0,70661.29,0.0,0.0,0,0,0,0
45,135490.76,0.0,0.0,3893152.67,4028643.43,0,0,0,0
140,6801.04,377.0,0.0,0.0,0.0,0,0,0,0
165,13114.92,0.0,0.0,0.0,0.0,0,0,0,0
16,251608.74,0.0,0.0,2532085.92,3042045.73,0,0,0,0
308,41625.07,48284.0,89909.07,273815.54,232190.47,0,0,0,0
162,88653.13,554526.0,465872.87,100516.22,189169.35,0,0,0,0
134,203626.66,19956.0,223582.66,44617.74,0.0,0,0,0,0
16,19043.54,0.0,0.0,101410.0,120453.54,0,0,0,0
40,8408.68,469245.41,460836.74,0.0,0.0,0,0,0,0
252,15563.49,0.0,0.0,1138762.8,1154326.29,0,0,0,0
39,453997.18,0.0,0.0,1437103.22,1891100.39,0,0,0,0
275,7656.67,19860.0,12203.33,0.0,0.0,0,0,0,0
177,9919.13,20099664.67,20109583.8,833743.83,823824.69,0,0,0,0
322,71554.48,9750.0,0.0,888032.63,959587.11,0,0,0,0
187,305208.86,658555.52,963764.38,1960716.28,1655507.42,0,0,0,0
140,129705.76,357.0,0.0,169588.79,299294.54,0,0,0,0
11,74259.96,0.0,0.0,423819.9,520908.27,0,0,0,0
18,100409.9,0.0,0.0,630146.45,730556.35,0,0,0,0
617,29019.38,591492.0,562472.62,0.0,0.0,0,0,0,0
253,443146.69,62422.0,0.0,0.0,443146.69,0,0,0,0
225,3083.34,0.0,0.0,0.0,0.0,0,0,0,0
397,217628.81,3829392.29,4047021.1,601812.26,384183.45,0,0,0,0
16,168797.54,61848.0,0.0,1050113.45,1794153.72,0,0,0,0
357,19146.34,5034.0,24180.34,1637885.8,1618739.46,0,0,0,0
166,231909.58,0.0,0.0,1227057.04,1458966.62,0,0,0,0
234,3582.09,15534.44,11952.35,0.0,0.0,0,0,0,0
379,17413.09,99835.89,117248.98,496854.63,479441.54,0,0,0,0
303,120369.8,0.0,0.0,2727016.35,2847386.15,0,0,0,0
254,35638.06,83394.0,119032.06,428041.06,392403.01,0,0,0,0
42,88384.64,7157570.4,7245955.05,2156659.89,2068275.25,0,0,0,0
381,3283.9,116566.0,113282.1,0.0,0.0,0,0,0,0
325,4660.58,0.0,0.0,0.0,0.0,0,0,0,0
143,8215.26,5019.0,0.0,0.0,0.0,0,0,0,0
13,61046.87,249610.0,188563.13,68774.72,129821.58,0,0,0,0
399,103329.64,30804.0,134133.64,1535144.11,1431814.47,0,0,0,0
11,3278.94,11518.0,8239.06,0.0,0.0,0,0,0,0
369,203267.29,19786.0,223053.29,0.0,0.0,0,0,0,0
135,22208.17,19360.0,0.0,0.0,0.0,0,0,0,0
250,1560869.75,153895.0,0.0,3724.34,1564594.08,0,0,0,0
300,403166.76,146318.0,0.0,114645.75,517812.51,0,0,0,0
133,17862.38,90262.0,72399.62,0.0,0.0,0,0,0,0
284,44662.37,1340158.88,1384821.25,2631484.48,2586822.1,0,0,0,0
9,486988.66,120189.92,0.0,4976.38,968203.91,0,0,0,0
284,381107.42,0.0,0.0,608320.99,989428.41,0,0,0,0
395,191001.72,11958.0,0.0,44228.38,235230.11,0,0,0,0
159,7523.25,237609.2,230085.95,0.0,0.0,0,0,0,0
250,4325.77,27539.0,23213.23,2039998.11,2044323.89,0,0,0,0
710,20401.28,36009.0,15607.72,0.0,0.0,0,0,0,0
381,3888.72,0.0,0.0,0.0,0.0,0,0,0,0
181,311302.16,50409.0,0.0,216505.1,527807.26,0,0,0,0
487,14296.73,330860.12,316563.39,0.0,0.0,0,0,0,0
375,1366937.18,0.0,0.0,2523591.49,3890528.67,0,0,0,0
252,62152.22,3102740.84,3164893.07,203245.69,0.0,0,0,0,0
227,255395.0,0.0,0.0,470099.35,725494.35,0,0,0,0
43,377225.79,228863.0,0.0,312019.26,760470.68,0,0,0,0
44,78.03,0.0,0.0,0.0,0.0,0,0,0,0
256,15303.66,182195.0,166891.34,0.0,0.0,0,0,0,0
44,73208.17,0.0,73208.17,351980.81,278772.64,0,0,0,0
15,467419.73,0.0,0.0,9922695.9,12080183.47,0,0,0,0
138,237638.28,31285.0,0.0,954365.2,1192003.48,0,0,0,0
157,24104.54,0.0,0.0,0.0,0.0,0,0,0,0
356,44084.73,7004409.59,7048494.31,689541.11,645456.39,0,0,0,0
301,33846.94,31297.0,0.0,74111.96,107958.91,0,0,0,0
43,360119.39,1369462.27,1729581.66,1002388.01,642268.61,0,0,0,0
263,1280.42,971738.0,970457.58,0.0,0.0,0,0,0,0
254,431486.05,0.0,0.0,1241267.05,1672753.1,0,0,0,0
202,188226.0,5731312.21,5919538.21,669601.34,481375.34,0,0,0,0
324,1873.41,788346.41,786473.0,0.0,0.0,0,0,0,0
158,100476.49,2444912.71,2545389.2,344571.75,244095.26,0,0,0,0
166,8457.07,11059.28,2602.21,0.0,0.0,0,0,0,0
548,284933.9,6216338.77,6501272.67,812289.38,527355.48,0,0,0,0
518,489.72,73589.0,73099.28,0.0,0.0,0,0,0,0
